id,category,question1,question2,question3,paraphrase1,paraphrase2,reviewerID,asin,start_index,end_index
3G3AJKPCYP77FJPPUW3EFWNCE55Y4S,Tent,Do you want a tent with porch that's nice for storing your beach things outside the sleeping area?,Would you have interest with tents suitable for storing beach things outside the sleeping area?,Are you looking for a tent with a roomy porch?,Do you think you would like a tent that is roomy for keeping beach items?,Are you looking for a tent with a porch where you can store things outside of the sleeping area?,AC4HSQD3E3YZG,B004E4AW1K,130,203
3G3AJKPCYP77FJPPUW3EFWNCFDMY4Q,Ski jacket,,,,,,A2D8AZ8TCP0242,B0059E3CB6,24,143
3G3AJKPCYP77FJPPUW3EFWNCFDN4YX,Espresso machine,do you want something that is good for making espresso shots?,Are you looking for an espresso machine that produces high quality shots?,Are you looking for a espresso machine for the right shots?,Are you interested in buying the espresso machine?,Would you like an espresso machine that generates high quality shots?,A7C2UI4EZM3XN,B0028Q5MUW,639,712
3G57RS03ILKZAH0IFGFTBKSL0UN25J,Blender,Are you looking for the best blender to create tasty frozen smoothies?,Are you looking for a blender that is ideal for making frozen smoothies regularly?,Are you looking for a blender that you can use for making frozen fruit smoothies 5-6 days per week?,Is what you want a reliable blender to make smoothies?,Do you want a blender to help you Prepare frozen smoothies whenever you need?,A8IM4TH3AAYE2,B00004SGDM,307,371
3G57RS03ILKZAH0IFGFTBKSL0UN52M,Grill,Are you looking for a grill that is easy to clean and wonderful for cooking outdoors?,Do you want an outdoor grill for cooking that is easy to clean?,,What about an easy to clean grill that is good for cooking outside?,Would your perfect grill be used for cooking outdoors and easy to clean?,A39N15C1NLD25W,B00MKB5TXA,184,232
3G9UA71JWZ9E3HC9AU0I8LSYTB3J71,Ski jacket,Do you need a good ski jacket for skiing?,Would you be interested in a ski jacket that is a good jacket for skiing?,Would you be interested in a jacket that is good for skiing?,Are you in need of a jacket that is good for skiing in?,Are looking for a good jacket made for skiing?,A3EVQC1H6XTKWS,B00NHO556A,0,32
3G9UA71JWZ9E3HC9AU0I8LSYTB47JQ,Backpacking pack,Do you need a backpack that is great for both hiking and camping?,Would you be interested in backpack that is good for hiking and camping?,Are you looking for a backpacking pack for hiking and camping?,Do you want a hiking and camping backpack?,Are you looking for a backpack for hiking and camping?,A1B1S003Z0DGE0,B00HA3E27W,0,64
3GKAWYFRBT8Q61GHWK8O59O6OLDPD1,Snow shovel,,,,,,A218THHR6MXJA6,B001ENAX40,719,860
3GMLHYZ0MIC6WHJ492UWS0L6EQAYUD,Ski jacket,Do you want a great layering ski jacket to keep you warm down to low 40's?,Would you be interested in a ski jacket which keeps you warm down to 40's and is great for layering?,Would you like to buy a jacket that will keep you warm?,Will you be wearing the ski jacket to keep you warm in the low 40s?,Are you looking for a layering ski jacket to keep you warm in the low 40's?,A18AYDEYK54492,B00GTVZ26Q,191,247
3GONHBMNIZDNOZO0WM5TFXDE7YBZMD,Tent,Do you want a tent that is waterproof?,Would you like a tent suitable for good weather?,"Are you looking for tent with porch to store things, that can withstand rain without porch getting wet?",Do you need a tent that is waterproof?,Would you care for a waterproof tent?,A3UH5NJ6XMPBDU,B004E4AW1K,560,638
3GONHBMNIZDNOZO0WM5TFXDE7YCMZ1,Snow shovel,Can I help you find a snow shovel under 2 inches thick?,Would you be interested in this snow shovel that can easily clean the ice upto a thickness of 2 inches?,Are you looking for a snow shovel that will easily clean ice after it has been packed down?,Do you want a snow shovel for cleaning ice of 2 inch thickness?,Shall I show you a snow shovel that could clean 2 inches thick ice?,A2E6BF2IYBG5L6,B00GS5FK8S,40,154
3GVPRXWRQL9I86S3SCFIWKDYGWF7IE,Espresso machine,Do you want an espresso machine with dual boiler?,do you need an espresso machine with the dual boiler?,Are you looking for a Espresso machine that has a dual boiler which gives ideal temps for doing both at the same time?,Do you have use for an espresso machine that can make two cups at a time with separate temperature gauges?,Are you interested in an espresso machine that has a dual boiler?,A1RKCLJBFTLPSZ,B00J19PT2K,607,671
3H1C3QRA15YC4ILDNAX2RR7KPEZCE3,Bird feeder,,,,,,A21YDP7Z38PX0,B0079GHJXY,147,280
3H1C3QRA15YC4ILDNAX2RR7KPEZEC5,Vacuum,Are you looking for a vacuum that do a good job with corners?,Would you like a vacuum that is good for cleaning corners?,Are you looking for a vacuum cleaner that will thorouhly clean the corners?,Are you interested in a vacuum which can access corners easily?,Were you interested in a vacuum that is good for cleaning corners?,A37DTR3PMIGR6U,B005EPMVTY,2150,2218
3H4IKZHAMFXZPSVH5Z9ZXPV52ADNNK,Ski jacket,Do you want 3-in -1 ski jacket that can be used for --great for traveling to replace heavy jacket + light windbreaker + light fleece jacket + light rain jacket + warm waterproof jacket?,Would be in interested in a ski jacket that is a 3-in-1 idea which is great for traveling to replace heavy jacket + light windbreaker + light fleece jacket + light rain jacket + warm waterproof jacket?,Do you want an off-road jacket?,Are you looking for a 3-in-1 off-road jacket for travelling?,Are you looking for a 3 in 2 ski jacket for travelling with light windbreaker and more?,A2LTT6YRT0HBMO,B00JLAUDWU,28,182
3H5TOKO3EDY5WZFJOD8MW53JFVD641,Ski jacket,Are you looking for a great jacket for spring season?,Do you want a ski jacket which is great for spring season?,Do you need a great ski jacket for the spring?,Are you interested in a ski jacket to use during spring?,"We have a beautiful spring ski jacket, do you want to try it on?",A5S8PGOYYQV2H,B00LLV8H6Q,0,38
3H5TOKO3EDY5WZFJOD8MW53JG3U46X,Blender,do you need a blender for making shakes?,Would you like a blender that can make your daily shakes?,Do you want a blender that is wonderful for making shakes?,Are you looking for a blender that can make great daily shakes?,What did you think about a blender for making shakes?,A2KLQRCWZVK7I1,B00004SGDL,398,443
3H5TOKO3EDY5WZFJOD8MW53JG3U64Z,Ski jacket,,,,,,A1NIDAL1EFFRK4,B00NILCQLE,18,97
3H6W48L9G84PF7G8DFDEXXDRV1IWPG,Backpacking pack,Are you looking for a backpack which is perfect for hiking?,Are you looking for a perfect backpack for all your hiking needs?,Do you need a perfect Backpacking pack for hiking?,Are you in need of a backpack which is perfect for hiking?,Do you want a backpack that fits everything you need for a walk?,A1JBT2F9OUV5LQ,B0010YFO6U,0,35
3H781YYV7XXTQZNO9WSSG17OD0YTE2,Ski jacket,Are you looking for a ski jacket for both snowboarding and skiing?,Are you looking for a warm and waterproof ski jacket?,Do you want a waterproof jacket that is suitable for snowboarding and skiing?,Do you have any interest in a ski jacket that is ideal for both snowboarding and skiing?,How would you like a ski jacket that is warm and waterproof and good for snowboarding and skiing?,A30F7ZHYC1RQ39,B00K6FWJA8,31,85
3H781YYV7XXTQZNO9WSSG17OD0ZETO,Vacuum,Would you be interested in a vacuum that is best for picking up dog hair?,do you need a vacuum for picking up dog hair?,Are you interested in a vacuum good for picking up dog hair?,Is your requirement for a vacuum that can clean dog hair?,Would you be interested in a vacuum that can easily pick up dog hair?,A3T4OTXHQPE2LZ,B002HFA5F6,0,59
3HA5ODM5LE79DAWVFMCC60ZOA46SVK,Tent,Are you looking for a tent to camp overnight somewhere with everything you need?,Would you like a tent which has everything you need for camping overnight somewhere?,Are you looking for a tent that has everything for camping overnight somewhere?,Do you need an all-in-one tent for camping?,Wouldn't it be great to have a tent that has everything to camp overnight somewhere?,APZLBP2WEUD5P,B00A8E47O8,44,102
3HA5ODM5LE79DAWVFMCC60ZOBCNVSL,Bird feeder,Are you looking for a bird feeder that is great at attracting Cardinals?,Might you be interested in a bird feeder that is great for attracting Cardinals?,Would you like a bird feeder that is great for attracting Cardinals?,Are you interested in a bird feeder that is great at attracting Cardinals?,Are you looking for a bird feeder that will hold seed to attract Cardinals to your backyard?,AFG5D9J7RYEHP,B000HHO6QK,0,48
3HEA4ZVWWH1R9EJ5XZHR9RVXK4E55N,Grill,Are you looking for a grill with removable bread rack that is perfect for toasting buns?,Are you looking for a grill that has removable bread rack perfect for toasting buns?,Are you looking for a grill that includes a removable bread rack that can be used for toasting buns?,Will you be using the grill for toasting buns?,Are you interested in a grill that has removable bread rack perfect for toasting buns?,AIMW3GM10GT61,B00FGEINVI,397,443
3HEADTGN3T7XCVWI0XC7GQUSPA4VRX,Bike,Would you be interested in a bike that weighs very little?,Are you looking for a light weight bike?,Are you in need of something with 58 teeth so that the chain can be kept nice and snug?,Do you want a lightweight bike with 58 teeth?,Are you looking for a bike that isn't too heavy?,A25KW0P2TT0LE0,B004Q3PE30,888,975
3HEM8MA6IDRKVAKM16E858V56SKQP8,Snow shovel,Are you interested in a snow shovel which is great for moving light snow off a large driveway or deck?,Do you wish to buy snow shovels causing no damage while moving light snow off a large driveway or deck?,Would you be interested in a snow shovel that's great for moving light snow off a large driveway or deck?,Would you like a snow shovel with which you can easily move light snow off a large driveway or a deck?,Are you looking for a no damage causing snow shovel for light snow moving off a driveway?,A3MAD9GSR3K7PD,B00BVR96TW,73,171
3HEM8MA6IDRKVAKM16E858V5701QP6,Ski jacket,Would you like a jacket with zip up pockets that make it great for snow boarding?,"Are you looking for a ski jacket with pockets that zip up, making it great for snowboarding?",Do you want a jacket with zip-up pockets that will make your snowboarding great?,Are you interested in a jacket with zip up pockets that make it great for snow boarding?,Are you interested in a ski jacket featuring zip-up pockets that are ideal for snowboarding?,AA7JA6VEVMWRK,B00ANTT64O,73,140
3HFWPF5ALDYP11UCVC66N575KSV3SX,Tent,Are you looking for a tent with a front screened in area that is kind of handy for keeping out dirt etc?,Are you looking for a tent with a front screened that keeps the dirt out?,Would you be satisfied with a tent having screen in front area to keep out dirt etc?,Are you interested in a tent with a screen at the front that keeps the dirt out?,Are you in need of a front-screened tent to keep the dirt out?,A1ERCE6QJP6F8E,B004E4AW1K,513,579
3HJ1EVZS3SYD0MUZGN61XV29YQBR3W,Ski jacket,,,,,,A2ERSQMGRI2X5F,B00NILFUJ4,0,56
3HJ1EVZS3SYD0MUZGN61XV29YQC3R9,Blender,Would you like an excellent blender for making smoothies?,Do you want an excellent blender for making smoothies?,Would you be interested in a blender that's excellent for making smoothies?,Are you looking for the ideal excellent blender for making smoothies?,Are you in need of perfect blender for preparing smoothies?,A2TYP74VZ21RIN,B00WAG5Z2A,0,46
3HKIF5DF72C8QYA1HLDZP4ROW9AG96,Snow shovel,Do you want a snow shovel to remove snow from small areas like parking slots and can be carried easily in your car?,Do you want a snow shovel that can be used to remove snow in the parking spots?,Would you be interested in a snow shovel that is ideal for keeping in the truck of your car for removing snow when necessary from parking spots and things like that?,Are you looking for a snow shovel to rid of snow from parking spots?,Are you looking for a snow shovel to remove snow from small areas like parking slots and can be carried easily in your car?,A2KUR2UCIWAU5U,B002SIR91A,0,107
3HKIF5DF72C8QYA1HLDZP4ROW9B9G0,Blender,Do you need a blender with two speeds?,Are you looking for a blender which is really easy to handle and has two speeds which are perfect for controlling the pace of the mixing?,Are you need of a blender which is easy to handle speed with controllable pace for mixing?,would you like to need blender that is easy to handle and two speed controllable pace for mixing?,Would you be interested in a blender that has dual speeds?,AI3F1AVJREA8U,B0042NCSWY,0,85
3HO4MYYR2634DX9Y3JZ4991DFGHU69,Tent,"Could you use an easy-to-carry, light weight camping tent that takes up very little space when packed?",Would you interested in a light weight tent which is relatively small packed for travelling on a motorcycle for several weeks?,Do you want a small packed size and light weight tent that is nice for packing onto a traveling motorcycle?,Would you like a tent that is easy-to-carry and is nice for packing onto a traveling motorcycle?,"Is a light weight, easy to carry, space saving tent good for you?",A3LLHUI1JC699T,B005Y43J1Y,226,406
3HO4MYYR2634DX9Y3JZ4991DFGI6UM,Backpacking pack,do you need a backpack with a good size for traveling on an airplane or going on a camping trip for a few days or packing for a few days trip?,Are you looking for a backpacking pack which is a good size for traveling on an airplane or going on a camping trip for a few days or packing for a few days trip?,"Would you like to go for a good size backpacking pack that can be shrunk by removing frame and be used with straps, which is suitable for travel on airplane or even few days camping trip?",Have you found a backpack with a good size for traveling on an airplane or going on a camping trip for a few days or packing for a few days trip?,Would you like to buy a good size backpack that is suitable for traveling on an airplane or going on a camping trip for a few days or packing for a few days trip?,A1EU1ZQKQL1IXW,B000F34ZKS,128,325
3HUR21WDEY4YDLDZE75JC7KA70AXY6,Backpacking pack,Are you looking for backpacking packs which will be centered while rock-hopping?,Are you looking for a backpack that's great to be kept centered while rock-hopping?,Are you looking for a backpack who stay centered while rock-hopping?,Do you need a backpack which stays centered while rock-hopping?,Looking for a backpack that will keep centered when rock hopping?,A1YKZONTFGLJSA,B006JYHG3U,214,272
3HUR21WDEY4YDLDZE75JC7KA88RXY4,Snow shovel,Would you be interested in a snow shovel that is good for removing the bits of ice and hard packed snow left behind from snow removal?,Are you looking for a snow shovel which is the one tool for removing the bits of ice and hard packed snow left behind from snow removal?,Are you looking for a snow shovel that is great for removing bits of ice and residual hard snow?,Are you interested in a snow shovel that can remove ice and residual hard snow?,Might you interested in a snow shovel designed for removing the residue of ice and snow after snow removal?,A2JBY5FM1F95YX,B000H5Y9N2,0,100
3HUR21WDEY4YDLDZE75JC7KA88RYX5,Tent,Are you looking for a tent that two average size people can fit in it for sleeping?,Do you want a tent to accommodate two average size people for sleeping?,Do you need a tend where two average size people can sleep?,Would you be interested in a tent that accommodates two people for sleeping?,Did you need a tent that can accommodate two average size people for sleeping?,A3L4MNEQAYV6T1,B00NFCFO0Q,34,84
3HXCEECSRQ8NIGDEFPT49S0LG8PYZ2,Ski jacket,,,,,,A320IYT0LMRIX6,B002MUQEMY,63,118
3HXCEECSRQ8NIGDEFPT49S0LG8PZY3,Walk-behind lawnmower,Do you want a walk-behind lawnmower that's great for cleaning and convenient during blade removal for sharpening while standing it up?,Are you looking for a walk-behind lawnmower that can be used for cleaning and blade removal for sharpening convenient?,Do you want a Walk-behind lawnmower that is easy to operate and convenient to remove the blade for sharpening?,Do you want a walk behind lawnmower that is easy to use and that can have the blade easily removed for sharpening?,Are you looking for a walk-behind lawnmower with a convenience of blade removal and sharpening?,A2X3KG7F0KPV9H,B00NOGZCI2,1256,1340
3HXK2V1N5OUXQEP2WCYKFHJAQ312G1,Grill,Do you need a grill that can heat up high?,Are you looking for a grill where the high heat is useful for preheating as well ?,do you need a grill with high heat useful for preheating?,Would you like to have a high heating grill?,Would you be interested in a grill that can put out enough high heat for preheating?,A30TWZTQWXWB8E,B002DMBEQC,1060,1112
3HY86PZXQ2XSHFBF7D8IAVOTLH81E2,Tent,Are you interested in a tent with a porch to store things out of the living area?,"Are you looking for a porch that is great for storing things out of your living area, but not outside?",Would you like something that comes with a porch?,Are you interested in a tent with a porch?,"Need a porch that is great for storing things out of your living area, but not outside?",A39FCQ4E6D36X7,B004E4AW1K,232,328
3I01FDIL7QNUEUFBUMXC9WGDDBL2DR,Vacuum,Are you interested in a great vacuum for feathers and fluff that is impossible to sweep?,Are you looking for a vacuum cleaner that deals well with sucking up feather fluff?,Are you looking for a vacuum that is great for sucking up their (feather) fluff that is impossible to sweep?,Would you interested to looking for a great vacuum for feathers and sucking up feather fluff?,Have you found a vacuum cleaner that deals well with sucking up feather fluff?,A2T9EMIFA72AM6,B006WS39NE,396,521
3I4E7AFQ3OE11F9GNX3JDHKGI8UTJN,Bird feeder,,,,,,A2W55VO4KXSQU2,B0108LL5XG,274,331
3I4E7AFQ3OE11F9GNX3JDHKGI8VJTE,Backpacking pack,Are you looking for a Backpack that is perfect for running or hiking on the trail?,Are you looking for a backpack that can be used for both running or hiking?,Are you looking for a backpacking pack which is a do it all waist pack perfect for running or hiking on the trail?,Do you want a backpack that can be used for both running or hiking?,Would you like a good backpack that is perfect for running or hiking on the trail?,A6BJCVLQ54ZYU,B00G7HAHKS,0,72
3I7KR83SOESDSK6K7CYENWJH3QS9K3,Backpacking pack,Can I offer you a great backpacking pack for hiking and longer bike rides?,Are you lookig for a backpacking pack that works great for hiking and longer bike rides?,Would you be interested in a backpacking pack which is great for hiking and longer bike rides?,Do you want a backpacking pack for hiking and longer bike rides?,May I interest you in a backpacking pack that is suited for hiking and prolonged bike rides?,A1Y9NWMAZPWBUC,B00EPGSGQU,0,44
3I7KR83SOESDSK6K7CYENWJH3QSK9E,Grill,did you need a grill for cooking for a small group when you have plenty of time?,Are you interested in a grill for cooking for a small group during your free time?,Would you like to have a grill to cook for a small group?,Do you want a grill that is good for small groups of people?,Were you interested in a grill to cook for a small group?,A1D8TRYMLAWDTM,B000J437E8,405,489
3I7SHAD36QB44PIUDRDAODKFX5Z7MU,Vacuum,Would you like a small hand vacuum for stairs and upholstered furniture?,Would you be interested in a vacuum with a small hand vac with a rotating brush for cleaning the stairs and upholstered furniture?,Would you like to look at a small hand vacuum cleaner with a rotating brush for cleaning the stairs and upholstered furniture?,Do you want a small hand vacuum cleaner with a rotating brush for cleaning the stairs and upholstered furniture?,Do you like to look at a small hand vacuum cleaner with a rotating brush for cleaning the stairs and upholstered furniture?,A17CAYG1XDBDY9,B00HNUFSLG,249,341
3IH9TRB0GFE4XKD13WY9VAMLDAF1IB,Bike,,,,,,AOKNVTWRFTBX8,B00NWENVHK,252,328
3IH9TRB0GFE4XKD13WY9VAMLDAFI1S,Snow shovel,Do you want a snow shovel suitable for a very light snow?,Are you looking for a simple snow shovel for very light snow?,Are you looking of anything for hard snow?,Are you looking something which helps for hard snow?,Do you need a snow shovel that can handle light snow?,A26LYQPPWRLATU,B000FSZF5M,39,93
3IJ95K7NE1RTF0EVIVW475M81YRGN5,Bird feeder,Are you looking for a bird feeder with a little tool for keeping it clean and mold free?,do you want a bird feeder which is the best little tool for keeping your humingbird feeder clean and mold free?,Are you looking for bird feeder cleaning tool for hummingbird?,Do you need a bird feeder with a little tool which helps you to keep it clean and mold free?,Would you be interested in a bird feeder which has a little tool for keeping it clean and mold free?,A2YWN7MJJEW9L9,B0006G51HK,83,164
3IKMEYR0M0A2S0LLM3JZD9B3XKI2K4,Grill,Would you be interested in grill having 18 inch space enough for grilling and storage?,Are you looking for a compact 18-inch grill?,Are you looking for a compact 18 inch grill which has ample room for grilling?,"Are you trying to buy an 18-inch, compact grill that has enough space for storage?",Do you think you would take a grill that has space enough for grilling and storage?,A2HSWVD51T19JT,B0098HR0RC,36,118
3IKMEYR0M0A2S0LLM3JZD9B3XKIK2M,Vacuum,Would you like to go for vacuum with a good canister capacity to hold dirt/debris?,Would you be interested in a vacuum with good capacity canister to store dirt/debris?,Are you looking for a vacuum with good capacity canister for holding dirt/debris?,Do you want a vacuum with great capacity canister for holding dirt/debris?,Can I interest you in a vacuum cleaner with a large receptacle so it doesn't have to be emptied often?,A16I6WJUEBJ1C3,B00SWCU1HU,1740,1798
3IQ9O0AYXAE564PA5FIJ1G5G5T5TIB,Bird feeder,,,,,,A21TU4QQPLVL7G,B01DLRX88E,0,54
3IV1AEQ4EVSI3VHSKZSOMLOT4V9J8O,Espresso machine,,,,,,A3R5JW6JN35HB3,B00008I8NT,28,60
3IVEC1GSMTE0SVX7LEJ97B1LQP3J14,Snow shovel,Are you looking for a shovel that is great for pushing snow?,Would you like a shovel that you can push snow with instead of lifting?,Are you looking for a snow shovel that is great for pushing snow intead of having to lift and throw it?,Do you want a shovel for pushing show instead of lifting it?,Are you interested in a shovel which can push snow in place of lifting it?,A2VBQXIR810M66,B000DCN9LW,234,310
3IVEC1GSMTE0SVX7LEJ97B1LQP41JN,Bird feeder,Would you be interested in an easy-to-fill bird feeder to enjoy bird watching?,would you like a bird feeder that is easy to fill?,Are you looking for a bird feeder thats easy to fill?,What do you think about an easy-to-fill bird feeder to enjoy bird watching?,Are you interested in a bird feeder that's easy to fill?,A3MHOA47YFULT,B01F7PURTQ,0,73
3IVKZBIBK4O4V91BAXV8RZ8F3XDHSI,Espresso machine,Do you like to see a Espresso machine for making a home-made cappuccino?,do you need an espresso machine which is perfect for home-made cappuccino?,Are you looking for a great little espresso machine that is good for trying your hand at home-made cappuccino?,It seems you are wanting an espresso machine to create home-made cappuccino?,Are you interested in a expresso machine for make a perfect home-made cappuccino?,A1WHTS56YIQNKB,B000U6BSI2,265,385
3IWA71V4UMVWU13T8OARTG0H9YZ6XE,Walk-behind lawnmower,Are you looking for a walk-behind lawnmower that is just right for trimming in the hard places?,Would you be interested in a walk-behind lawnmower which is just right for trimming in the hard places?,Would you be interested on a lawnmower for trimming in the hard places?,Do you want a walk behind mower that can be used for trimming?,Do you want a walk-behind mower that does good on the tough places?,AAILQNIVHHXDV,B00004R9UK,0,58
3IYI9285XWFKFY751B8TO7KCUMUJCU,Bike,,,,,,A32NW9BWJGDY7J,B006Y5GIF6,9464,9528
3IYI9285XWFKFY751B8TO7KCUMVCJO,Grill,Are you looking for a grill that will likely have to be modified so that it get enough heat for searing?,do you want a grill which is enough for heat searing?,Do you need a grill which have enough heat for searing?,Looking for a grill that has enough heat?,Does your ideal grill need a lot of heat for searing?,AHRYB23M1Y89,B002DM5PPS,69,132
3IZPORCT2JOSUU1YV8V31P3JHVTRH3,Blender,Are you looking for a blender with a larger blend cup that can make two shakes at once?,Are you interested in a blender that can make two shakes at once?,Are you looking for a blender with a blend cup that is just right for making two shakes at once?,Would you like to check out a blender with a large cup and can make two shakes at the same time?,Do you want to buy a blender that can produce two shakes at one time?,A20V6XOVT8LYYI,B003YLEXBO,515,579
3IZVJEBJ7EZLZW3896YCQ1GSHYX6ZB,Vacuum,,,,,,A2BLNFPUYLB633,B00BC00EUS,144,225
3J06WJ78IRZP52DZ9HHHHNJVAGHVVQ,Tent,Would you be intersted in a tent with hooks on the tent which are really convenient for stretching it out to the poles and work well as well?,Are you looking for a tent with convenient hooks?,Are you looking a perfect tent with prefect hooks for conveniently stretching to the poles?,Would you like to buy a tent that has convenient hooks for stretching to the poles?,Do you be interested in a tent with hooks on the sides that make extending it out to the poles a breeze and also function well?,A2JNXNZFK0WQKK,B004J2KDHK,1390,1482
3J5XXLQDIQQ5TTBGP7BBYSRCJWP3V2,Blender,Are looking for a blender that is perfect for grinding nuts and making small batch ice cream?,Are you looking for a blender for grinding nuts?,Are you looking for a blender which is good for grinding nuts and making a small batch of ice cream?,Would you like a blender that can handle nuts and whip up a serving of ice cream?,Do you need a blender which is good for grinding nuts and making a small batch of ice cream?,A9P6LPTTFFXHO,B00KCIZ6ZO,28,83
3J6BHNX0VD7YHMAE8MHJ5XE18F8NKF,Ski jacket,Do you want a ski jacket with a thumb hole inserts in the sleeves that makes seamless barrier when wearing gloves?,"Are you looking for a ""seamless"" barrier when wearing gloves?",would you like a ski jacket with seamless barriers?,Are you interested in a ski jacket with seamless barriers when wearing gloves?,Would you like to buy a ski jacket that gives you easy access to your gloves with no barriers?,AQ9V47JP5PYY1,B012TTSI8U,904,1008
3J9L0X0VEJ14NK01WQHHB7DCQX0W9L,Bike,Do you need a bike that is great for cruising around?,Would you be interested in a bike that is a cruiser and not a racer?,Do you want a bike for just cruising?,Do you want a bike to ride and ride?,Do you want a racer bike or one just to cruise around?,ARDQ9KNB8K22N,B00AWNHVXY,126,184
3J9L0X0VEJ14NK01WQHHB7DCQX19WZ,Walk-behind lawnmower,,,,,,A2NGPLYQP84SX4,B001DZJYJO,293,365
3J9UN9O9K770L6CPPVF9T6IBKPH0JL,Tent,,,,,,A1WKOSIE0487QN,B00JPHJ2A8,171,299
3J9UN9O9K770L6CPPVF9T6IBLXXJ01,Snow shovel,Are you looking for a shovel for clearing large areas and saves lifting a shovel full of snow?,Would you be interested in a snow shovel that is best for clearing large areas?,Do you want a snow shovel for clearing large areas that saves on lifting?,Will you be using the snow shovel for clearing a large area?,Do you need a snow shovel for clearing large areas that saves on lifting?,A3IG43JSQ43ME5,B001I7JWTO,0,80
3JAOYN9IIPHLHK9X5X55FXZTSCW335,Snow shovel,Are you looking for a snow shovel which is great for moving light snow?,Are you interested in a great snow shovel for moving light snow?,Are you looking for a shovel that is great a moving light snow?,Do you want a snow shovel for moving light snow?,Would you be interested in a shovel that's perfect for moving light snow?,A1Z0VTI437D15O,B00BVR96TW,0,27
3JGHED38FH64Y678WU1LI87M57VY7C,Walk-behind lawnmower,,,,,,AHS6PX6H22WW1,B00HH4K6XS,647,715
3JGHED38FH64Y678WU1LI87M6FCY7A,Ski jacket,,,,,,A2G13BUH37WPCX,B00XVJEOC2,0,70
3JGHED38FH64Y678WU1LI87M6FD7YK,Grill,Do you want a grill that is good to slow smoke meat for hours?,Are you looking for a grill that is for something to slow smoke meat for hours?,Are you looking for a grill to slow smoke meat for hours?,Would you like to buy a grill that can slowly smoke meat for hours?,How about a grill that is useful for slow smoking meats for hours?,ANZXS24XVO12O,B0009NU5Z8,86,149
3JHB4BPSGOOZ3N4FKHIBJIVQ2WK9QV,Blender,Are you looking for a blender for making smoothies with fresh fruit?,Have you considered a blender that you can make fresh fruit smoothies in?,Are you interested in a blender for making fresh fruit smoothies?,Do you need a blender for making fresh fruit smoothies?,Would you care to look at a blender that is ideal for making fresh smoothies?,A34MBR8R6XP87,B000EGA6QI,0,56
3JMNNNO3C5JTN0F2BH221K5YKRQW2T,Bike,Are you looking for a good starter bike for getting around town?,Do you need a great starter bike?,do you want a good starter bike?,Would you like a great starter bike for getting around town?,Are you looking for a starter bike?,AB4QYQT788BXI,B00FNVBSAM,0,41
3JMNNNO3C5JTN0F2BH221K5YKRR2W0,Espresso machine,,,,,,A3T6XM2VQ7HDZ6,B001EU9UTM,266,337
3JMQI2OLG3KQ3G44G5VW1KJBO6BND2,Snow shovel,Do you want a snow shovel that can be used for scraping ice and sticky parts on the driveway?,Are you looking for snow shovel for scraping ice and sticky parts on the driveway?,Do you struggle with ice and difficult snow in the winter? Ready to try a snow shovel that works amazing for scraping ice and hard to move spots on your driveway?,Were you interested in a snow shovel that can be used for scraping ice and sticky parts on the driveway?,Are you interested in a snow shovel that can be used to scrape ice and remove sticky parts on the driveway?,A35W3JQYP0M655,B000A1E690,1353,1406
3JTPR5MT0WRURX484MLXBGEFHU9K5N,Grill,Would you like a grill good for cooking hot dogs?,Do you want a grill that is great for cooking hot dogs?,Are you looking for a grill that is good for cooking hot dogs?,Are you seeking for a barbecue that can cook hot dogs well?,Are you interested in seeing a grill which is meant for cooking hot dogs?,A4NJ9KSA9UFN9,B00JNRKBWS,0,35
3JU8CV4BSPRHAY76MTM4G305SZJOPW,Walk-behind lawnmower,Do you want a lawn mower that is perfect to take care of a small yard?,Are you looking for a lawnmower that is perfect for taking care of small yards?,Are you looking for a walk-behind lawnmower for a small yard?,Are you interested in a lawnmower that is great for little yards?,Do you need a lawnmower suitable for a small yard?,AF5HSU0AM406Q,B00004R9UK,0,73
3JVP4ZJHET74QVSJ7DU9H53B7AS0I9,Blender,"Would you prefer a blender with attachments that work great, and that can quickly mix squash into a smooth consistency for making butternut squash soup?",Are you looking for a blender to make soup and for mixing the squash into a smooth consistency?,Are you looking for a blender whose attachment works great and quickly for mixing and making squash?,Have you found a blender whose attachment works great and quickly for mixing and making squash?,Do you prefer a blender which has attachments works great and quick for mixing and making squash?,A3AYSYSLHU26U9,B00X3N9L8S,565,714
3JVP4ZJHET74QVSJ7DU9H53B8I9I0P,Snow shovel,Do you want a snow shovel made of metal that is perfect for cutting the hard snow under your car?,Are you looking for a metal snow shovel perfect for cutting into the hard-pack that the plows like to bury against your car?,Do you want a snow shovel that is made of metal and perfect for cutting into the hardpack?,Do you want a metal snow shovel that can cut through the heavy snow underneath your car?,Would you interested for an snow shovel it helps for cutting?,A1MZJI3CJV8KF0,B002SIR91A,56,171
3JY0Q5X06NLN58X9VRJ9HLDB0M5GGX,Bike,,,,,,A10UT7VHD6NI32,B000UJE0MU,475,520
3JYPJ2TAZMNN4LUDNQ3ET9RR0YTFP2,Snow shovel,Would you be interested in a snow shovel that is a really great shovel for moving a lot of snow with less effort than a traditional shovel?,Do you want a snow shovel which needs less effort to move a lot of snow?,Do you need a great shovel for moving a lot of snow with less effort?,Do you desire a snow shovel that moves a lot of snow with minimal effort?,So you want a shovel for moving snow with less effort?,AMZAU1MRWEDLN,B002VXBZPS,0,97
